📭~mailbox_with_no_mail.png|41,47,51|120,97,102|0.21|0.53
🍛~curry.png|238,238,238|231,205,169|0.13|0.49
😝~stuck_out_tongue_closed_eyes.png|255,203,76|230,169,73|0.49|0.74
🌝~full_moon_with_face.png|255,218,132|232,198,117|0.52|0.74
📪~mailbox_closed.png|153,170,181|160,141,148|0.34|0.53
🍔~hamburger.png|217,158,130|198,140,105|0.4|0.75
🏡~house_with_garden.png|255,233,183|185,192,141|0.25|0.64
🚅~bullettrain_front.png|209,211,212|142,174,197|0.34|0.67
🍘~rice_cracker.png|193,105,79|153,91,74|0.43|0.68
😥~disappointed_relieved.png|255,204,77|220,184,82|0.57|0.79
🔋~battery.png|119,178,85|167,203,152|0.29|0.59
🌏~earth_asia.png|136,201,249|119,179,174|0.4|0.76
🔁~repeat.png|59,136,195|101,161,208|0.71|0.98
🐸~frog.png|119,178,85|149,195,123|0.4|0.69
🚾~wc.png|34,102,153|80,134,174|0.72|0.98
🔵~large_blue_circle.png|85,172,238|85,172,238|0.68|0.68
🍲~stew.png|41,47,51|133,128,89|0.16|0.57
👍~+1.png|255,219,94|252,207,90|0.41|0.54
🆗~ok.png|59,136,195|103,163,208|0.7|0.98
🐯~tiger.png|255,204,77|208,178,112|0.31|0.76
🀄~mahjong.png|230,231,232|225,204,208|0.6|0.75
🍁~maple_leaf.png|221,46,68|221,46,68|0.42|0.42
🌁~foggy.png|205,215,222|207,200,203|0.33|0.93
🐥~hatched_chick.png|255,204,77|251,196,72|0.41|0.48
⚓~anchor.png|34,102,153|34,102,153|0.24|0.24
😤~triumph.png|255,204,77|235,198,104|0.5|0.81
🕚~clock11.png|225,232,237|193,204,211|0.4|0.76
😹~joy_cat.png|255,205,76|198,172,99|0.37|0.8
🚯~do_not_litter.png|0,0,0|113,66,72|0.34|0.76
🐹~hamster.png|255,204,77|237,174,106|0.3|0.76
📆~calendar.png|225,232,237|173,142,151|0.24|0.82
🚎~trolleybus.png|230,231,232|135,169,152|0.14|0.59
💷~pound.png|203,184,233|184,176,212|0.41|0.65
👠~high_heel.png|221,46,68|168,46,63|0.21|0.32
😢~cry.png|255,204,77|220,184,83|0.55|0.77
🚘~oncoming_automobile.png|59,136,195|100,155,188|0.26|0.64
🐃~water_buffalo.png|45,52,58|55,63,69|0.38|0.43
🎱~8ball.png|45,52,58|78,85,91|0.56|0.74
🈹~u5272.png|221,46,68|227,85,103|0.69|0.98
💵~dollar.png|167,210,139|160,194,150|0.41|0.65
🔪~hocho.png|205,215,222|155,164,171|0.16|0.27
🐗~boar.png|193,105,79|165,92,72|0.44|0.79
🇺🇸~us.png|178,35,52|166,115,136|0.13|0.56
📬~mailbox_with_mail.png|153,170,181|177,157,163|0.18|0.55
🍭~lollipop.png|221,46,68|239,125,58|0.12|0.48
🐩~poodle.png|153,170,181|151,166,175|0.2|0.43
👒~womans_hat.png|255,217,131|241,204,149|0.24|0.35
🍵~tea.png|166,211,136|151,181,144|0.19|0.75
🇮🇹~it.png|0,146,70|148,142,121|0.22|0.67
🐱~cat.png|255,205,76|244,192,78|0.41|0.63
🔧~wrench.png|136,153,166|136,153,166|0.27|0.27
🕝~clock230.png|225,232,237|192,204,211|0.4|0.76
🐽~pig_nose.png|230,170,170|199,137,133|0.34|0.48
🚞~mountain_railway.png|209,211,212|180,189,163|0.24|0.8
🐆~leopard.png|255,204,77|251,191,65|0.23|0.33
🕕~clock6.png|225,232,237|193,204,211|0.4|0.76
😑~expressionless.png|255,204,77|245,195,72|0.68|0.76
📼~vhs.png|45,52,58|56,68,77|0.29|0.59
🐉~dragon.png|119,178,85|111,168,78|0.34|0.47
🔒~lock.png|255,172,51|240,174,77|0.37|0.46
🌉~bridge_at_night.png|0,74,119|82,80,92|0.56|0.98
🏂~snowboarder.png|226,233,238|178,172,189|0.19|0.56
👨~man.png|255,220,93|252,196,74|0.32|0.62
😍~heart_eyes.png|255,205,76|225,132,64|0.38|0.78
☔~umbrella.png|117,77,171|116,113,190|0.12|0.37
✅~white_check_mark.png|120,179,84|140,190,109|0.76|0.93
🇫🇷~fr.png|0,36,149|158,105,148|0.22|0.67
🎇~sparkler.png|34,102,153|98,140,156|0.54|0.98
⛳~golf.png|119,178,85|136,143,76|0.23|0.39
🐞~beetle.png|222,42,66|141,47,62|0.22|0.53
🍚~rice.png|230,233,234|220,159,168|0.32|0.63
🚷~no_pedestrians.png|0,0,0|93,46,52|0.41|0.76
🐶~dog.png|218,159,131|175,116,98|0.22|0.62
🚋~train.png|230,231,232|178,127,150|0.15|0.76
🍝~spaghetti.png|241,242,242|227,182,149|0.11|0.54
📀~dvd.png|255,217,131|255,212,126|0.46|0.74
👴~older_man.png|255,220,93|246,211,101|0.5|0.63
🚒~fire_engine.png|221,46,68|193,103,121|0.27|0.56
🎺~trumpet.png|252,171,64|248,174,77|0.25|0.27
♻️~recycle.png|119,178,85|106,163,72|0.32|0.43
🚦~vertical_traffic_light.png|45,52,58|83,74,62|0.32|0.46
🕤~clock930.png|225,232,237|193,204,211|0.4|0.76
🛅~left_luggage.png|34,102,153|114,157,190|0.47|0.98
🏢~office.png|241,220,193|188,196,194|0.23|0.75
😨~fearful.png|255,204,77|215,192,118|0.39|0.76
🗼~tokyo_tower.png|136,201,249|150,185,228|0.79|0.98
🍈~melon.png|166,211,136|152,201,121|0.37|0.58
🎀~ribbon.png|221,46,68|215,46,68|0.45|0.6
🔝~top.png|45,52,58|45,52,58|0.27|0.27
💓~heartbeat.png|222,42,66|224,53,67|0.47|0.51
⚪~white_circle.png|230,231,232|230,231,232|0.76|0.76
⛔~no_entry.png|190,25,49|205,76,95|0.57|0.76
😩~weary.png|255,204,77|219,174,66|0.51|0.76
😠~angry.png|255,204,77|236,187,67|0.63|0.76
😄~smile.png|255,204,77|226,181,70|0.55|0.76
🆙~up.png|59,136,195|95,158,206|0.74|0.98
🌷~tulip.png|244,171,186|201,160,140|0.19|0.4
🏨~hotel.png|255,232,182|192,190,163|0.22|0.87
📕~closed_book.png|221,46,68|202,58,79|0.45|0.9
🐖~pig2.png|244,171,186|243,170,185|0.45|0.45
⌛~hourglass.png|255,232,182|195,186,149|0.15|0.45
🚗~car.png|221,46,68|191,79,98|0.24|0.4
🍐~pear.png|166,211,136|164,206,132|0.41|0.43
🙏~pray.png|255,220,93|199,201,135|0.26|0.46
🌌~milky_way.png|116,78,170|95,71,137|0.33|0.98
🍎~apple.png|221,46,68|213,53,68|0.54|0.58
🐄~cow2.png|45,52,58|110,118,124|0.22|0.42
🙎~person_with_pouting_face.png|255,172,51|225,168,103|0.22|0.61
🔼~arrow_up_small.png|59,136,195|96,159,206|0.77|0.98
🚀~rocket.png|85,172,238|128,121,145|0.22|0.47
😜~stuck_out_tongue_winking_eye.png|255,203,76|234,178,96|0.44|0.74
😳~flushed.png|255,204,77|238,186,105|0.41|0.76
🔃~arrows_clockwise.png|59,136,195|101,161,208|0.71|0.98
😻~heart_eyes_cat.png|255,205,76|222,132,80|0.27|0.79
👉~point_right.png|255,220,93|255,220,93|0.37|0.37
📅~date.png|224,231,236|210,168,178|0.45|0.97
⏫~arrow_double_up.png|59,136,195|99,160,207|0.75|0.98
🕐~clock1.png|225,232,237|193,204,211|0.4|0.76
🔂~repeat_one.png|59,136,195|103,163,208|0.7|0.98
🚚~truck.png|204,214,221|195,163,155|0.29|0.59
📧~e-mail.png|204,214,221|198,208,216|0.25|0.7
🍦~icecream.png|255,232,182|255,215,129|0.12|0.37
🛃~customs.png|34,102,153|97,146,182|0.61|0.98
🍯~honey_pot.png|244,144,12|242,167,56|0.18|0.53
🕜~clock130.png|225,232,237|192,203,211|0.39|0.76
🌆~city_sunset.png|41,47,51|124,94,50|0.31|0.98
👚~womans_clothes.png|170,141,216|163,131,211|0.35|0.48
🈺~u55b6.png|244,144,12|246,163,54|0.73|0.98
🍜~ramen.png|255,172,51|218,177,134|0.09|0.64
🚼~baby_symbol.png|244,144,12|246,168,64|0.72|0.98
😗~kissing.png|255,204,77|242,192,70|0.67|0.76
🏰~european_castle.png|170,184,194|152,176,193|0.16|0.63
🍫~chocolate_bar.png|221,46,68|201,105,109|0.18|0.51
👭~two_women_holding_hands.png|255,173,48|228,159,99|0.12|0.49
🎊~confetti_ball.png|255,172,51|196,110,72|0.11|0.38
👡~sandal.png|193,105,79|197,92,81|0.11|0.27
👣~footprints.png|102,33,19|102,33,19|0.36|0.36
💧~droplet.png|93,173,236|93,173,236|0.37|0.37
❔~grey_question.png|204,214,221|204,214,221|0.2|0.2
❌~x.png|221,46,68|221,46,68|0.28|0.28
🌅~sunrise.png|255,204,77|170,165,121|0.29|0.98
😒~unamused.png|255,204,77|236,188,68|0.62|0.76
🚰~potable_water.png|34,102,153|85,137,177|0.7|0.98
➰~curly_loop.png|45,52,58|45,52,58|0.17|0.17
👐~open_hands.png|255,220,93|253,210,90|0.27|0.37
🍉~watermelon.png|221,46,68|198,98,86|0.19|0.38
😆~laughing.png|255,204,77|220,176,67|0.51|0.76
😀~grinning.png|255,204,77|224,179,69|0.54|0.76
📥~inbox_tray.png|217,158,130|178,139,99|0.24|0.55
🍠~sweet_potato.png|185,0,83|223,113,87|0.18|0.45
📜~scroll.png|255,217,131|242,195,124|0.4|0.75
🆖~ng.png|59,136,195|107,165,210|0.67|0.98
🚊~tram.png|167,169,172|132,148,146|0.08|0.52
❓~question.png|190,25,49|190,25,49|0.2|0.2
⛎~ophiuchus.png|146,102,204|167,132,214|0.74|0.98
📑~bookmark_tabs.png|204,214,221|184,191,207|0.41|0.79
📮~postbox.png|221,46,68|192,95,111|0.28|0.59
🐭~mouse.png|153,170,181|164,159,170|0.34|0.61
🌚~new_moon_with_face.png|102,117,127|94,108,118|0.54|0.74
🌈~rainbow.png|235,32,39|177,121,80|0.09|0.55
💏~couplekiss.png|255,221,93|244,164,69|0.26|0.72
🙍~person_frowning.png|255,172,51|225,167,102|0.22|0.61
🇪🇸~es.png|198,10,29|222,94,25|0.32|0.69
🔣~symbols.png|59,136,195|113,169,211|0.61|0.98
💦~sweat_drops.png|93,173,236|93,173,236|0.5|0.5
🙆~ok_woman.png|146,104,202|206,154,129|0.3|0.76
🏇~horse_racing.png|193,105,79|165,114,78|0.14|0.34
🌻~sunflower.png|255,172,51|175,128,34|0.27|0.54
🎑~rice_scene.png|28,102,154|101,142,138|0.43|0.93
💤~zzz.png|66,137,193|66,137,193|0.17|0.17
💞~revolving_hearts.png|222,42,66|224,56,79|0.41|0.47
🎹~musical_keyboard.png|45,52,58|121,128,134|0.45|0.93
⬛~black_large_square.png|45,52,58|45,52,58|0.93|0.93
🐰~rabbit.png|153,170,181|177,175,186|0.25|0.46
❕~grey_exclamation.png|204,214,221|204,214,221|0.12|0.12
🔭~telescope.png|218,47,71|155,84,100|0.11|0.3
💗~heartpulse.png|244,172,187|235,110,130|0.23|0.6
🚪~door.png|192,105,81|180,97,73|0.32|0.56
🎒~school_satchel.png|190,25,49|174,40,51|0.41|0.76
🏀~basketball.png|244,144,12|193,116,17|0.49|0.76
📟~pager.png|199,230,180|138,158,131|0.29|0.67
😶~no_mouth.png|255,204,77|246,196,73|0.71|0.76
🚵~mountain_bicyclist.png|119,178,85|119,160,110|0.33|0.77
🔠~capital_abcd.png|59,136,195|112,168,211|0.63|0.98
😖~confounded.png|255,204,77|228,180,64|0.57|0.76
💟~heart_decoration.png|222,42,66|231,126,141|0.52|0.93
👸~princess.png|255,172,51|246,186,76|0.32|0.7
🎍~bamboo.png|119,178,85|143,173,97|0.18|0.56
🍇~grapes.png|146,102,204|135,98,188|0.28|0.61
📴~mobile_phone_off.png|244,144,12|247,174,78|0.62|0.98
😭~sob.png|255,204,77|203,180,103|0.45|0.8
🚶~walking.png|120,179,84|128,156,114|0.03|0.16
🔚~end.png|45,52,58|45,52,58|0.43|0.43
🚓~police_car.png|225,232,237|126,145,159|0.11|0.4
📓~notebook.png|41,47,51|124,134,140|0.23|0.9
💆~massage.png|255,220,93|227,175,104|0.24|0.64
💅~nail_care.png|221,46,68|220,135,95|0.15|0.4
🌳~deciduous_tree.png|92,145,59|89,135,53|0.45|0.58
📄~page_facing_up.png|204,214,221|192,204,212|0.45|0.77
🌖~waning_gibbous_moon.png|255,218,132|224,196,123|0.45|0.74
🚤~speedboat.png|85,172,238|125,149,178|0.34|0.54
🐊~crocodile.png|92,145,59|94,147,62|0.26|0.31
👀~eyes.png|245,248,250|210,216,220|0.27|0.55
🐈~cat2.png|255,205,77|252,197,76|0.28|0.37
🎄~christmas_tree.png|92,145,59|113,129,54|0.12|0.34
➖~heavy_minus_sign.png|45,52,58|45,52,58|0.12|0.12
💈~barber.png|153,170,181|191,183,199|0.09|0.37
🍧~shaved_ice.png|249,210,220|183,172,206|0.21|0.62
🔨~hammer.png|244,144,12|183,132,62|0.12|0.21
⛺~tent.png|244,145,4|230,159,45|0.25|0.44
💡~bulb.png|255,217,131|240,211,141|0.26|0.39
🕡~clock630.png|225,232,237|195,206,213|0.42|0.76
🐇~rabbit2.png|153,170,181|162,171,182|0.42|0.49
🏮~izakaya_lantern.png|221,46,68|178,37,57|0.23|0.78
📝~memo.png|204,214,221|198,194,182|0.44|0.83
😷~mask.png|255,204,77|246,214,132|0.42|0.76
🔔~bell.png|255,172,51|255,172,51|0.45|0.45
🚨~rotating_light.png|222,42,66|207,94,113|0.33|0.79
🕣~clock830.png|225,232,237|193,204,211|0.4|0.76
♿~wheelchair.png|34,102,153|76,131,172|0.72|0.98
🍴~fork_and_knife.png|153,170,181|153,170,181|0.32|0.32
📗~green_book.png|119,178,85|115,165,89|0.45|0.9
🚛~articulated_lorry.png|119,178,85|137,164,109|0.25|0.57
🔑~key.png|193,105,79|193,105,79|0.37|0.37
🍨~ice_cream.png|85,172,238|149,162,180|0.17|0.51
🚩~triangular_flag_on_post.png|221,46,68|190,65,84|0.18|0.25
🐪~dromedary_camel.png|193,105,79|192,105,79|0.38|0.38
📍~round_pushpin.png|221,46,68|196,75,94|0.14|0.2
👤~bust_in_silhouette.png|28,102,154|28,102,154|0.51|0.51
🚻~restroom.png|59,136,195|127,177,216|0.57|0.98
🕒~clock3.png|225,232,237|193,204,211|0.4|0.76
🕙~clock10.png|225,232,237|193,204,211|0.4|0.76
💒~wedding.png|244,172,187|213,109,121|0.19|0.45
🌵~cactus.png|119,178,85|116,174,82|0.46|0.5
🚑~ambulance.png|204,214,221|184,167,181|0.28|0.62
🎼~musical_score.png|137,154,167|104,118,128|0.23|0.37
🐡~blowfish.png|217,158,130|201,128,102|0.19|0.43
🚢~ship.png|85,172,238|147,165,189|0.15|0.58
🇨🇳~cn.png|223,36,7|224,41,7|0.63|0.67
🏧~atm.png|59,136,195|98,159,206|0.48|0.98
💖~sparkling_heart.png|222,42,66|226,64,69|0.52|0.62
🚍~oncoming_bus.png|136,201,249|164,170,157|0.14|0.73
🈲~u7981.png|221,46,68|227,83,101|0.71|0.98
😾~pouting_cat.png|255,205,76|229,182,76|0.51|0.77
😼~smirk_cat.png|255,205,76|231,184,76|0.51|0.77
🏆~trophy.png|255,204,77|245,180,70|0.3|0.53
😉~wink.png|255,204,77|236,187,67|0.62|0.76
🐠~tropical_fish.png|255,204,77|251,194,68|0.39|0.51
🐟~fish.png|85,172,238|74,155,216|0.3|0.47
📌~pushpin.png|221,46,68|207,54,76|0.24|0.37
😅~sweat_smile.png|255,204,77|211,178,86|0.48|0.78
🎉~tada.png|221,46,68|192,81,88|0.13|0.44
🎴~flower_playing_cards.png|221,46,68|160,71,82|0.36|0.75
🚴~bicyclist.png|41,47,51|110,132,132|0.08|0.29
🎣~fishing_pole_and_fish.png|85,172,238|90,128,166|0.11|0.31
⭐~star.png|255,172,51|255,172,51|0.38|0.38
👈~point_left.png|255,220,93|255,220,93|0.37|0.37
🚡~aerial_tramway.png|221,46,68|158,114,141|0.16|0.45
💸~money_with_wings.png|167,210,139|177,204,171|0.25|0.52
😃~smiley.png|255,204,77|220,175,67|0.52|0.76
💽~minidisc.png|41,47,51|175,156,115|0.32|0.98
😫~tired_face.png|255,204,77|220,174,62|0.51|0.76
❎~negative_squared_cross_mark.png|119,178,85|151,196,125|0.73|0.98
🐙~octopus.png|146,102,204|140,98,196|0.54|0.62
📱~iphone.png|84,173,239|70,128,172|0.32|0.56
🔫~gun.png|120,179,84|135,182,92|0.26|0.39
👃~nose.png|255,220,93|250,211,90|0.36|0.4
👮~cop.png|42,103,151|139,153,127|0.14|0.5
🌟~star2.png|255,172,51|255,179,63|0.36|0.43
👬~two_men_holding_hands.png|255,221,93|178,172,110|0.09|0.45
🎫~ticket.png|204,214,221|196,207,215|0.38|0.48
🏤~european_post_office.png|190,25,49|201,97,98|0.29|0.67
💳~credit_card.png|255,172,51|203,155,83|0.37|0.69
🍞~bread.png|217,158,130|233,189,152|0.36|0.7
🏦~bank.png|204,214,221|166,178,186|0.25|0.74
📏~straight_ruler.png|255,204,77|231,186,74|0.33|0.4
🔦~flashlight.png|136,153,166|134,146,148|0.18|0.3
🇩🇪~de.png|237,31,36|167,79,21|0.23|0.66
💜~purple_heart.png|170,142,214|170,142,214|0.62|0.62
🎈~balloon.png|187,26,52|193,39,53|0.21|0.23
🆚~vs.png|244,144,12|247,176,82|0.64|0.98
😓~sweat.png|255,204,77|229,192,88|0.62|0.78
🐂~ox.png|193,105,79|193,108,83|0.44|0.46
🏄~surfer.png|64,138,194|112,150,154|0.19|0.52
⚫~black_circle.png|45,52,58|45,52,58|0.74|0.74
🔯~six_pointed_star.png|146,102,204|183,156,221|0.53|0.98
😊~blush.png|255,204,77|241,179,80|0.53|0.76
🎬~clapper.png|63,113,35|95,124,87|0.34|0.7
🆑~cl.png|221,46,68|229,98,115|0.68|0.98
🔖~bookmark.png|225,232,237|210,183,193|0.29|0.9
🌹~rose.png|190,25,49|159,36,41|0.18|0.33
🏪~convenience_store.png|221,46,68|166,137,163|0.12|0.7
🌍~earth_africa.png|136,201,249|119,179,176|0.41|0.76
🍙~rice_ball.png|238,238,238|184,186,187|0.41|0.64
💇~haircut.png|255,172,51|220,166,98|0.27|0.71
🈯~u6307.png|119,178,85|143,192,115|0.72|0.98
🙉~hear_no_evil.png|216,159,133|191,123,98|0.28|0.71
🔎~mag_right.png|188,222,245|154,178,195|0.19|0.49
🌊~ocean.png|85,172,238|78,162,226|0.47|0.56
🔛~on.png|45,52,58|45,52,58|0.42|0.42
💀~skull.png|204,214,221|170,179,185|0.5|0.67
🔰~beginner.png|255,255,135|145,203,160|0.16|0.5
😯~hushed.png|255,204,77|235,187,67|0.62|0.76
📊~bar_chart.png|226,233,238|181,194,200|0.23|0.83
